geneId,geneSymbol,DSI,DPI,PLI,protein_class_name,protein_class,NofDiseases,NofPmids
8851,CDK5R1,0.53,0.81,0.91,"Enzyme modulator",DTO_05007584,153,163
8854,ALDH1A2,0.58,0.69,0.36,Enzyme,DTO_05007624,109,108
8856,NR1I2,0.42,0.85,0.00,"Nuclear receptor",DTO_00102000,462,679
8862,APLN,0.50,0.77,0.46,NULL,NULL,226,285
8863,PER3,0.56,0.73,0.00,"Transcription factor",DTO_05007542,122,103
8864,PER2,0.49,0.85,0.71,"Transcription factor",DTO_05007542,238,236
8874,ARHGEF7,0.49,0.85,1.00,NULL,NULL,215,261
8877,SPHK1,0.48,0.81,0.00,Kinase,DTO_03300101,236,282
8878,SQSTM1,0.43,0.89,0.00,NULL,NULL,470,591
8894,EIF2S2,0.62,0.58,0.95,"Nucleic acid binding",DTO_05007557,69,104
8910,SGCE,0.63,0.54,0.02,"Calcium-binding protein",DTO_05007616,68,119
8914,TIMELESS,0.53,0.81,0.00,NULL,NULL,140,142
8915,BCL10,0.49,0.77,0.34,NULL,NULL,205,220
8926,SNURF,0.62,0.54,0.46,NULL,NULL,63,534
8929,PHOX2B,0.57,0.73,0.94,NULL,NULL,128,212
8932,MBD2,0.47,0.85,0.35,"Epigenetic regulator",DTO_05007378,256,434
8936,WASF1,0.55,0.81,1.00,"Cellular structure",DTO_05007530,132,134
8972,MGAM,0.59,0.62,0.00,Enzyme,DTO_05007624,95,421
8988,HSPB3,0.45,0.77,0.00,NULL,NULL,327,399
8989,TRPA1,0.55,0.85,0.00,"Ion channel",DTO_01300327,160,203
8991,SELENBP1,0.49,0.85,0.00,"Immune response",DTO_05007608,214,347
9002,F2RL3,0.54,0.77,0.00,"G-protein coupled receptor",DTO_02300001,133,110
9021,SOCS3,0.43,0.81,0.75,"Enzyme modulator",DTO_05007584,375,468
9033,PKD2L1,0.57,0.73,0.00,"Ion channel",DTO_01300327,124,219
9048,ARTN,0.48,0.85,0.36,Signaling,DTO_05007599,248,373
9049,AIP,0.52,0.77,0.36,Chaperone,DTO_05007613,216,149
9076,CLDN1,0.48,0.81,0.00,"Cell-cell junction",DTO_05007527,234,267
9112,MTA1,0.55,0.69,1.00,"Nucleic acid binding",DTO_05007557,118,186
9113,LATS1,0.56,0.73,1.00,Kinase,DTO_03300101,99,100
9122,SLC16A4,0.55,0.73,0.00,Transporter,DTO_05007405,114,103
9123,SLC16A3,0.54,0.73,0.00,Transporter,DTO_05007405,122,107
9148,NEURL1,0.56,0.54,0.01,Enzyme,DTO_05007624,103,173
9170,LPAR2,0.46,0.85,0.04,"G-protein coupled receptor",DTO_02300001,285,463
9172,MYOM2,0.57,0.69,0.00,NULL,NULL,103,138
9173,IL1RL1,0.55,0.73,0.00,Receptor,DTO_05007575,117,136
9181,ARHGEF2,0.50,0.77,1.00,NULL,NULL,205,225
9189,ZBED1,0.72,0.42,0.00,NULL,NULL,33,110
9197,SLC33A1,0.53,0.77,0.00,Transporter,DTO_05007405,170,173
9200,HACD1,0.54,0.85,0.00,NULL,NULL,160,132
9211,LGI1,0.57,0.73,1.00,NULL,NULL,118,184
9212,AURKB,0.51,0.77,0.00,Kinase,DTO_03300101,161,198
9213,XPR1,0.49,0.73,1.00,Transporter,DTO_05007405,217,287
9232,PTTG1,0.53,0.65,0.00,NULL,NULL,140,171
9235,IL32,0.50,0.73,0.00,NULL,NULL,200,179
9241,NOG,0.52,0.73,0.89,NULL,NULL,206,141
9242,MSC,0.48,0.85,0.02,NULL,NULL,241,315
9260,PDLIM7,0.47,0.81,0.71,"Cellular structure",DTO_05007530,241,674
9271,PIWIL1,0.57,0.73,0.00,NULL,NULL,99,109
9314,KLF4,0.45,0.77,1.00,"Nucleic acid binding",DTO_05007557,307,436
9332,CD163,0.43,0.85,0.00,Enzyme,DTO_05007624,369,410
9353,SLIT2,0.51,0.77,1.00,NULL,NULL,177,119
9360,PPIG,0.50,0.85,0.96,NULL,NULL,203,240
9361,LONP1,0.52,0.81,1.00,Enzyme,DTO_05007624,197,133
9365,KL,0.45,0.77,0.00,Enzyme,DTO_05007624,332,484
9370,ADIPOQ,0.38,0.89,0.00,NULL,NULL,679,2211
9377,COX5A,0.52,0.85,0.49,Enzyme,DTO_05007624,171,228
9378,NRXN1,0.58,0.69,1.00,NULL,NULL,139,128
9401,RECQL4,0.50,0.81,0.00,Enzyme,DTO_05007624,249,182
9402,GRAP2,0.39,0.92,0.00,NULL,NULL,538,1057
9415,FADS2,0.58,0.69,1.00,NULL,NULL,140,138
9423,NTN1,0.51,0.85,1.00,"Enzyme modulator",DTO_05007584,209,163
9429,ABCG2,0.42,0.89,0.00,Transporter,DTO_05007405,420,886
9446,GSTO1,0.54,0.77,0.00,NULL,NULL,136,103
9447,AIM2,0.52,0.77,0.00,NULL,NULL,167,139
9451,EIF2AK3,0.50,0.81,0.00,Kinase,DTO_03300101,231,160
9457,FHL5,0.53,0.77,0.00,"Transcription factor",DTO_05007542,153,166
9474,ATG5,0.46,0.89,0.98,Transporter,DTO_05007405,282,288
9475,ROCK2,0.53,0.81,1.00,Kinase,DTO_03300101,154,137
9476,NAPSA,0.58,0.65,0.00,Enzyme,DTO_05007624,89,106
9518,GDF15,0.43,0.81,0.00,Signaling,DTO_05007599,389,493
9519,TBPL1,0.51,0.85,0.38,"Transcription factor",DTO_05007542,198,211
9520,NPEPPS,0.52,0.81,1.00,Enzyme,DTO_05007624,172,994
9531,BAG3,0.50,0.85,0.62,NULL,NULL,223,289
9536,PTGES,0.54,0.77,0.71,NULL,NULL,150,164
9560,CCL4L2,0.54,0.89,0.09,NULL,NULL,133,144
9564,BCAR1,0.52,0.85,1.00,NULL,NULL,176,204
9575,CLOCK,0.46,0.89,1.00,NULL,NULL,309,467
9582,APOBEC3B,0.55,0.73,0.00,Enzyme,DTO_05007624,118,148
9587,MAD2L1BP,0.62,0.58,0.00,NULL,NULL,61,108
9619,ABCG1,0.56,0.69,0.11,Transporter,DTO_05007405,118,116
9622,KLK4,0.56,0.69,0.00,Enzyme,DTO_05007624,110,145
9623,TCL1B,0.56,0.50,0.01,NULL,NULL,100,157
9628,RGS6,0.56,0.77,0.44,NULL,NULL,117,128
9636,ISG15,0.53,0.81,0.41,"Nucleic acid binding",DTO_05007557,148,153
9734,HDAC9,0.44,0.85,1.00,"Epigenetic regulator",DTO_05007378,340,572
9757,KMT2B,0.53,0.81,1.00,NULL,NULL,193,140
9759,HDAC4,0.48,0.89,1.00,"Epigenetic regulator",DTO_05007378,256,169
9771,RAPGEF5,0.52,0.77,0.98,"Enzyme modulator",DTO_05007584,151,259
9790,BMS1,0.50,0.85,0.00,NULL,NULL,192,204
9817,KEAP1,0.48,0.81,0.00,NULL,NULL,251,317
9825,SPATA2,0.56,0.62,0.98,NULL,NULL,107,131
9839,ZEB2,0.47,0.81,1.00,"Transcription factor",DTO_05007542,292,377
9846,GAB2,0.56,0.69,0.98,Receptor,DTO_05007575,110,112
9927,MFN2,0.47,0.85,0.99,Enzyme,DTO_05007624,334,339
9961,MVP,0.51,0.77,0.00,"Nucleic acid binding",DTO_05007557,172,196
9965,FGF19,0.55,0.62,0.57,Signaling,DTO_05007599,123,156
9966,TNFSF15,0.53,0.69,0.00,Signaling,DTO_05007599,143,156
9968,MED12,0.48,0.77,1.00,"Transcription factor",DTO_05007542,340,185
9970,NR1I3,0.45,0.85,0.00,"Nuclear receptor",DTO_00102000,318,539
9971,NR1H4,0.51,0.81,0.00,"Nuclear receptor",DTO_00102000,187,224
9997,SCO2,0.48,0.85,0.00,Enzyme,DTO_05007624,294,278
10000,AKT3,0.51,0.81,1.00,Kinase,DTO_03300101,183,182
10011,SRA1,0.57,0.62,0.00,NULL,NULL,102,111
10013,HDAC6,0.47,0.85,1.00,"Epigenetic regulator",DTO_05007378,288,321
10018,BCL2L11,0.51,0.73,0.89,NULL,NULL,173,235
10019,SH2B3,0.53,0.69,0.00,NULL,NULL,212,150
10020,GNE,0.61,0.69,0.00,Enzyme,DTO_05007624,118,130
10058,ABCB6,0.43,0.89,0.00,Transporter,DTO_05007405,400,523
10059,DNM1L,0.48,0.81,0.00,"Enzyme modulator",DTO_05007584,273,297
10062,NR1H3,0.57,0.69,0.90,"Nuclear receptor",DTO_00102000,102,107
10111,RAD50,0.56,0.81,0.00,NULL,NULL,110,145
10128,LRPPRC,0.49,0.77,0.00,NULL,NULL,220,210
10133,OPTN,0.55,0.81,0.00,NULL,NULL,136,206
10135,NAMPT,0.50,0.81,0.98,Signaling,DTO_05007599,199,220
10148,EBI3,0.47,0.81,0.11,Signaling,DTO_05007599,233,313
10159,ATP6AP2,0.53,0.77,0.87,Receptor,DTO_05007575,184,113
10163,WASF2,0.59,0.77,0.98,"Cellular structure",DTO_05007530,95,104
10194,TSHZ1,0.57,0.73,1.00,"Transcription factor",DTO_05007542,99,105
10206,TRIM13,0.46,0.85,0.64,NULL,NULL,275,467
10215,OLIG2,0.56,0.58,0.09,Enzyme,DTO_05007624,104,103
10232,MSLN,0.53,0.69,0.00,"Extracellular structure",DTO_05007621,146,244
10244,RABEPK,0.55,0.69,0.00,NULL,NULL,112,136
10257,ABCC4,0.54,0.77,0.00,Transporter,DTO_05007405,146,123
10263,CDK2AP2,0.54,0.81,0.79,"Enzyme modulator",DTO_05007584,117,106
10280,SIGMAR1,0.54,0.81,0.17,NULL,NULL,190,158
10314,LANCL1,0.55,0.69,0.00,NULL,NULL,113,137
10318,TNIP1,0.56,0.77,0.48,NULL,NULL,93,102
10320,IKZF1,0.53,0.77,1.00,"Transcription factor",DTO_05007542,165,256
10327,AKR1A1,0.51,0.85,0.00,Enzyme,DTO_05007624,185,287
10365,KLF2,0.54,0.69,0.56,"Nucleic acid binding",DTO_05007557,132,128
10371,SEMA3A,0.50,0.81,0.98,Signaling,DTO_05007599,202,134
10381,TUBB3,0.49,0.81,0.00,"Cellular structure",DTO_05007530,259,149
10392,NOD1,0.54,0.77,0.00,Enzyme,DTO_05007624,136,147
10395,DLC1,0.53,0.73,1.00,NULL,NULL,144,158
10397,NDRG1,0.49,0.73,0.01,Enzyme,DTO_05007624,225,229
10399,RACK1,0.55,0.81,1.00,NULL,NULL,118,111
10403,NDC80,0.60,0.54,0.00,"Transcription factor",DTO_05007542,68,168
10413,YAP1,0.43,0.81,1.00,"Enzyme modulator",DTO_05007584,374,766
10419,PRMT5,0.54,0.77,1.00,"Epigenetic regulator",DTO_05007378,131,151
10452,TOMM40,0.59,0.54,0.99,Transporter,DTO_05007405,113,177
10461,MERTK,0.53,0.69,0.00,Kinase,DTO_03300101,154,120
10468,FST,0.51,0.73,0.98,"Enzyme modulator",DTO_05007584,182,164
10479,SLC9A6,0.52,0.85,1.00,Transporter,DTO_05007405,210,333
10481,HOXB13,0.57,0.46,0.00,NULL,NULL,90,122
10482,NXF1,0.53,0.89,0.98,"Nucleic acid binding",DTO_05007557,141,166
10487,CAP1,0.53,0.81,0.02,"Cellular structure",DTO_05007530,149,161
10499,NCOA2,0.58,0.62,1.00,Enzyme,DTO_05007624,95,107
10519,CIB1,0.46,0.77,0.00,NULL,NULL,275,390
10524,KAT5,0.53,0.77,0.09,NULL,NULL,138,127
10533,ATG7,0.51,0.77,0.00,Enzyme,DTO_05007624,179,176
10534,ZNRD2,0.44,0.77,0.00,NULL,NULL,311,623
10541,ANP32B,0.54,0.73,0.96,"Enzyme modulator",DTO_05007584,120,111
10544,PROCR,0.56,0.69,0.01,"Enzyme modulator",DTO_05007584,110,137
10551,AGR2,0.56,0.69,0.00,Enzyme,DTO_05007624,108,131
10563,CXCL13,0.47,0.73,0.83,Signaling,DTO_05007599,246,222
10573,MRPL28,0.51,0.73,0.00,NULL,NULL,178,206
10580,SORBS1,0.55,0.77,0.00,NULL,NULL,124,141
10598,AHSA1,0.40,0.92,1.00,NULL,NULL,526,1047
10599,SLCO1B1,0.54,0.73,0.00,Transporter,DTO_05007405,151,179
10611,PDLIM5,0.53,0.81,0.00,"Cellular structure",DTO_05007530,148,165
10625,IVNS1ABP,0.61,0.77,0.99,NULL,NULL,67,217
10628,TXNIP,0.49,0.73,0.16,NULL,NULL,208,218
10630,PDPN,0.47,0.77,0.00,NULL,NULL,256,247
10631,POSTN,0.43,0.89,0.00,Signaling,DTO_05007599,378,457
10644,IGF2BP2,0.59,0.62,0.24,Enzyme,DTO_05007624,94,132
10657,KHDRBS1,0.46,0.85,0.99,"Nucleic acid binding",DTO_05007557,289,408
10663,CXCR6,0.45,0.89,0.00,"G-protein coupled receptor",DTO_02300001,325,492
10664,CTCF,0.50,0.77,1.00,"Transcription factor",DTO_05007542,186,197
10666,CD226,0.55,0.77,0.04,NULL,NULL,124,137
10671,DCTN6,0.44,0.77,0.06,"Cellular structure",DTO_05007530,315,625
10673,TNFSF13B,0.46,0.73,0.98,NULL,NULL,282,409
10682,EBP,0.49,0.85,0.94,Enzyme,DTO_05007624,243,178
10724,OGA,0.53,0.73,0.97,NULL,NULL,140,223
10763,NES,0.45,0.81,0.00,NULL,NULL,302,301
10801,SEPTIN9,0.55,0.77,1.00,"Enzyme modulator",DTO_05007584,150,131
10804,GJB6,0.53,0.81,0.00,"Cell-cell junction",DTO_05007527,176,161
10848,PPP1R13L,0.54,0.69,0.03,NULL,NULL,122,125
10850,CCL27,0.50,0.85,0.01,Signaling,DTO_05007599,185,199
10855,HPSE,0.43,0.81,0.00,Enzyme,DTO_05007624,393,499
10859,LILRB1,0.51,0.77,0.00,Receptor,DTO_05007575,168,247
10891,PPARGC1A,0.45,0.89,1.00,"Transcription factor",DTO_05007542,350,581
10892,MALT1,0.53,0.77,0.99,Enzyme,DTO_05007624,148,226
10923,SUB1,0.47,0.85,0.89,NULL,NULL,260,318
10928,RALBP1,0.54,0.65,0.15,"Enzyme modulator",DTO_05007584,134,127
10950,BTG3,0.53,0.81,0.92,NULL,NULL,141,107
10959,TMED2,0.61,0.69,0.89,Transporter,DTO_05007405,73,191
10969,EBNA1BP2,0.55,0.69,0.00,NULL,NULL,116,138
10970,CKAP4,0.44,0.73,0.51,NULL,NULL,332,510
10984,KCNQ1OT1,0.53,0.73,NULL,NULL,NULL,159,146
10987,COPS5,0.57,0.77,1.00,Enzyme,DTO_05007624,101,103
10993,SDS,0.53,0.77,0.00,Enzyme,DTO_05007624,139,208
10998,SLC27A5,0.56,0.77,0.00,Transporter,DTO_05007405,111,132
11005,SPINK5,0.60,0.65,0.00,"Enzyme modulator",DTO_05007584,93,101
11009,IL24,0.50,0.77,0.00,NULL,NULL,202,350
11035,RIPK3,0.50,0.89,0.00,Kinase,DTO_03300101,196,195
11076,TPPP,0.57,0.69,0.20,"Cellular structure",DTO_05007530,110,245
11093,ADAMTS13,0.50,0.77,0.00,Enzyme,DTO_05007624,229,508
11096,ADAMTS5,0.60,0.65,0.00,Enzyme,DTO_05007624,85,118
11102,RPP14,0.54,0.81,0.00,NULL,NULL,117,110
11113,CIT,0.56,0.69,1.00,Kinase,DTO_03300101,127,102
11132,CAPN10,0.62,0.58,0.00,Enzyme,DTO_05007624,58,146
11156,PTP4A3,0.57,0.65,0.05,NULL,NULL,106,141
11167,FSTL1,0.54,0.81,0.89,"Enzyme modulator",DTO_05007584,128,139
11168,PSIP1,0.49,0.85,1.00,Signaling,DTO_05007599,210,227
11169,WDHD1,0.53,0.85,0.00,"Nucleic acid binding",DTO_05007557,161,134
11186,RASSF1,0.42,0.81,0.00,"Enzyme modulator",DTO_05007584,400,751
11197,WIF1,0.51,0.73,0.00,"Calcium-binding protein",DTO_05007616,171,166
11200,CHEK2,0.46,0.81,0.00,Kinase,DTO_03300101,297,568
11261,CHP1,0.55,0.77,0.63,NULL,NULL,141,246
11277,TREX1,0.52,0.81,0.58,NULL,NULL,241,132
11315,PARK7,0.54,0.81,0.75,Enzyme,DTO_05007624,161,236
11332,ACOT7,0.53,0.77,0.76,Enzyme,DTO_05007624,146,153
11343,MGLL,0.56,0.73,0.02,Enzyme,DTO_05007624,125,108
22861,NLRP1,0.50,0.77,0.00,NULL,NULL,200,177
22882,ZHX2,0.51,0.65,0.03,"Transcription factor",DTO_05007542,172,392
22914,KLRK1,0.47,0.77,0.00,NULL,NULL,255,391
22915,MMRN1,0.47,0.85,0.00,NULL,NULL,272,427
22925,PLA2R1,0.63,0.58,0.00,NULL,NULL,59,109
22926,ATF6,0.52,0.85,0.00,NULL,NULL,179,138
22933,SIRT2,0.51,0.77,0.00,"Epigenetic regulator",DTO_05007378,172,182
22943,DKK1,0.44,0.89,0.17,NULL,NULL,372,422
22978,NT5C2,0.54,0.85,0.00,Enzyme,DTO_05007624,149,140
23028,KDM1A,0.51,0.81,1.00,"Epigenetic regulator",DTO_05007378,185,213
23095,KIF1B,0.52,0.81,1.00,"Cellular structure",DTO_05007530,213,190
23135,KDM6B,0.51,0.81,1.00,"Epigenetic regulator",DTO_05007378,173,100
23152,CIC,0.52,0.69,1.00,NULL,NULL,141,125
23158,TBC1D9,0.40,0.85,0.00,Enzyme,DTO_05007624,491,1212
23164,MPRIP,0.56,0.89,0.98,"Enzyme modulator",DTO_05007584,113,137
23209,MLC1,0.59,0.77,0.00,"Ion channel",DTO_01300327,87,119
23263,MCF2L,0.56,0.77,0.00,Signaling,DTO_05007599,124,210
23274,CLEC16A,0.61,0.65,0.28,NULL,NULL,67,103
23291,FBXW11,0.63,0.46,0.98,NULL,NULL,56,108
23314,SATB2,0.50,0.77,1.00,"Transcription factor",DTO_05007542,233,150
23345,SYNE1,0.51,0.85,0.00,NULL,NULL,237,113
23373,CRTC1,0.57,0.69,0.53,"Transcription factor",DTO_05007542,115,144
23400,ATP13A2,0.57,0.58,0.00,NULL,NULL,160,130
23405,DICER1,0.45,0.85,1.00,Enzyme,DTO_05007624,302,325
23410,SIRT3,0.49,0.73,0.00,"Epigenetic regulator",DTO_05007378,227,322
23411,SIRT1,0.38,0.89,0.09,"Epigenetic regulator",DTO_05007378,675,1560
23418,CRB1,0.57,0.65,0.00,NULL,NULL,116,129
23435,TARDBP,0.49,0.81,0.99,NULL,NULL,245,1170
23451,SF3B1,0.51,0.73,1.00,"Nucleic acid binding",DTO_05007557,200,282
23452,ANGPTL2,0.55,0.73,0.00,Signaling,DTO_05007599,125,119
23471,TRAM1,0.61,0.65,0.93,NULL,NULL,74,142
23476,BRD4,0.45,0.89,1.00,"Epigenetic regulator",DTO_05007378,335,466
23495,TNFRSF13B,0.56,0.77,0.00,NULL,NULL,137,126
23512,SUZ12,0.53,0.58,1.00,"Nucleic acid binding",DTO_05007557,165,111
23523,CABIN1,0.54,0.85,0.00,"Enzyme modulator",DTO_05007584,136,191
23524,SRRM2,0.56,0.69,1.00,NULL,NULL,101,132
23532,PRAME,0.53,0.58,0.00,NULL,NULL,134,118
23541,SEC14L2,0.49,0.89,0.00,NULL,NULL,198,252
23566,LPAR3,0.51,0.92,0.68,"G-protein coupled receptor",DTO_02300001,194,243
23569,PADI4,0.49,0.81,0.00,NULL,NULL,196,265
23583,SMUG1,0.32,0.92,0.00,NULL,NULL,1034,2044
23586,DDX58,0.53,0.81,0.00,NULL,NULL,144,225
23600,AMACR,0.51,0.77,0.03,NULL,NULL,179,175
23604,DAPK2,0.54,0.69,0.00,Kinase,DTO_03300101,130,168
23607,CD2AP,0.56,0.73,0.23,NULL,NULL,113,109
23621,BACE1,0.56,0.77,0.88,Enzyme,DTO_05007624,120,578
23636,NUP62,0.47,0.89,0.95,Transporter,DTO_05007405,273,322
23659,PLA2G15,0.52,0.77,0.38,Enzyme,DTO_05007624,170,216
23705,CADM1,0.49,0.77,0.66,NULL,NULL,205,198
23765,IL17RA,0.53,0.81,0.00,NULL,NULL,159,117
25797,QPCT,0.57,0.73,0.00,Enzyme,DTO_05007624,94,105
25824,PRDX5,0.52,0.81,0.00,NULL,NULL,153,193
25836,NIPBL,0.52,0.81,1.00,"Nucleic acid binding",DTO_05007557,225,120
25859,PART1,0.48,0.89,NULL,NULL,NULL,250,233
25897,RNF19A,0.40,0.92,0.03,Enzyme,DTO_05007624,523,1040
25937,WWTR1,0.53,0.62,0.94,"Enzyme modulator",DTO_05007584,134,136
25939,SAMHD1,0.55,0.77,0.00,NULL,NULL,169,145
25978,CHMP2B,0.54,0.73,0.00,NULL,NULL,177,130
26033,ATRNL1,0.55,0.77,1.00,"Enzyme modulator",DTO_05007584,117,130
26047,CNTNAP2,0.53,0.85,0.00,NULL,NULL,203,168
26073,POLDIP2,0.40,0.92,0.41,NULL,NULL,530,1048
26121,PRPF31,0.53,0.73,0.98,"Nucleic acid binding",DTO_05007557,150,185
26155,NOC2L,0.59,0.73,0.00,NULL,NULL,80,177
26191,PTPN22,0.44,0.85,0.00,NULL,NULL,400,663
26227,PHGDH,0.48,0.89,0.00,Enzyme,DTO_05007624,288,136
26291,FGF21,0.49,0.77,0.03,Signaling,DTO_05007599,236,400
26503,SLC17A5,0.49,0.81,0.00,Transporter,DTO_05007405,252,361
26524,LATS2,0.55,0.65,0.99,Kinase,DTO_03300101,106,105
26580,BSCL2,0.55,0.69,0.00,NULL,NULL,221,116
26585,GREM1,0.51,0.81,0.47,NULL,NULL,179,132
26762,HAVCR1,0.49,0.89,0.00,NULL,NULL,217,336
27032,ATP2C1,0.66,0.42,1.00,Transporter,DTO_05007405,45,111
27034,ACAD8,0.51,0.89,0.00,Enzyme,DTO_05007624,203,533
27035,NOX1,0.54,0.81,0.00,NULL,NULL,142,135
27036,SIGLEC7,0.54,0.85,0.00,Receptor,DTO_05007575,137,137
27040,LAT,0.55,0.73,0.01,NULL,NULL,124,109
27074,LAMP3,0.56,0.69,0.00,Transporter,DTO_05007405,104,134
27086,FOXP1,0.46,0.81,1.00,NULL,NULL,317,256
27087,B3GAT1,0.49,0.77,0.14,Enzyme,DTO_05007624,199,179
27113,BBC3,0.52,0.77,0.00,NULL,NULL,157,178
27122,DKK3,0.50,0.73,0.00,NULL,NULL,186,190
27161,AGO2,0.50,0.89,1.00,NULL,NULL,186,194
27178,IL37,0.46,0.85,0.00,NULL,NULL,280,380
27185,DISC1,0.55,0.77,0.00,NULL,NULL,136,344
27190,IL17B,0.55,0.77,0.03,NULL,NULL,116,110
27250,PDCD4,0.49,0.77,0.00,"Nucleic acid binding",DTO_05007557,198,301
27295,PDLIM3,0.55,0.77,0.00,"Cellular structure",DTO_05007530,118,132
27303,RBMS3,0.55,0.69,0.21,NULL,NULL,116,152
27306,HPGDS,0.39,0.92,0.00,NULL,NULL,570,1345
27342,RABGEF1,0.55,0.73,0.00,"Enzyme modulator",DTO_05007584,122,113
27349,MCAT,0.52,0.81,0.00,NULL,NULL,147,159
27352,SGSM3,0.47,0.81,0.00,Enzyme,DTO_05007624,259,399
27436,EML4,0.57,0.58,0.00,NULL,NULL,100,311
28309,IGHV3OR16-7,0.57,0.65,NULL,NULL,NULL,98,311
28402,IGHV3-69-1,0.56,0.65,NULL,NULL,NULL,102,384
28471,IGHV1-12,0.57,0.65,NULL,NULL,NULL,89,120
28514,DLL1,0.49,0.81,1.00,NULL,NULL,212,170
28954,REM1,0.53,0.89,0.00,NULL,NULL,177,263
28956,LAMTOR2,0.54,0.81,0.20,NULL,NULL,129,110
28982,FLVCR1,0.53,0.89,0.00,Transporter,DTO_05007405,188,171
28985,MCTS1,0.55,0.69,0.87,Receptor,DTO_05007575,109,125
29072,SETD2,0.42,0.85,1.00,"Epigenetic regulator",DTO_05007378,447,840
29107,NXT1,0.51,0.73,0.65,NULL,NULL,178,206
29108,PYCARD,0.46,0.81,0.00,Enzyme,DTO_05007624,294,300
29110,TBK1,0.51,0.85,0.08,Kinase,DTO_03300101,207,175
29126,CD274,0.32,0.92,0.02,Receptor,DTO_05007575,1011,4359
29128,UHRF1,0.54,0.69,NULL,NULL,NULL,125,127
29851,ICOS,0.50,0.73,0.03,NULL,NULL,193,180
29919,RMC1,0.56,0.73,0.99,NULL,NULL,110,102
29968,PSAT1,0.48,0.85,0.00,NULL,NULL,285,1020
30009,TBX21,0.54,0.81,1.00,"Transcription factor",DTO_05007542,124,120
30061,SLC40A1,0.57,0.73,0.99,Transporter,DTO_05007405,101,153
30813,VSX1,0.58,0.69,0.04,NULL,NULL,95,114
30816,ERVW-1,0.51,0.69,NULL,NULL,NULL,193,529
50506,DUOX2,0.53,0.77,0.00,Enzyme,DTO_05007624,150,167
50507,NOX4,0.47,0.89,0.00,Enzyme,DTO_05007624,260,336
50616,IL22,0.39,0.89,0.00,NULL,NULL,551,886
50639,MBL3P,0.52,0.77,NULL,NULL,NULL,152,158
50652,PCA3,0.66,0.62,NULL,NULL,NULL,42,138
50807,ASAP1,0.56,0.81,1.00,NULL,NULL,112,100
50808,AK3,0.69,0.46,0.00,Kinase,DTO_03300101,32,106
50943,FOXP3,0.37,0.85,0.99,NULL,NULL,688,1464
50964,SOST,0.47,0.81,0.87,NULL,NULL,270,319
51008,ASCC1,0.50,0.85,0.00,NULL,NULL,209,207
51014,TMED7,0.44,0.81,0.48,Transporter,DTO_05007405,336,656
51062,ATL1,0.59,0.65,0.98,"Enzyme modulator",DTO_05007584,112,118
51083,GAL,0.49,0.85,0.00,NULL,NULL,226,228
51094,ADIPOR1,0.53,0.81,0.66,Receptor,DTO_05007575,148,181
51115,RMDN1,0.55,0.77,0.00,NULL,NULL,123,160
51129,ANGPTL4,0.50,0.73,0.00,Signaling,DTO_05007599,198,210
51152,LINC00328,0.61,0.69,NULL,NULL,NULL,64,109
51164,DCTN4,0.47,0.85,0.73,NULL,NULL,253,319
51176,LEF1,0.49,0.77,1.00,NULL,NULL,211,203
51182,HSPA14,0.50,0.77,0.67,NULL,NULL,178,192
51196,PLCE1,0.57,0.65,0.00,Enzyme,DTO_05007624,114,125
51280,GOLM1,0.56,0.69,0.00,NULL,NULL,100,112
51284,TLR7,0.46,0.89,0.98,NULL,NULL,276,420
51311,TLR8,0.54,0.77,0.32,NULL,NULL,122,128
51330,TNFRSF12A,0.51,0.69,0.02,NULL,NULL,173,145
51422,PRKAG2,0.58,0.65,1.00,"Enzyme modulator",DTO_05007584,122,112
51473,DCDC2,0.55,0.77,0.00,NULL,NULL,128,165
51477,ISYNA1,0.51,0.77,0.00,NULL,NULL,168,166
51478,HSD17B7,0.58,0.50,0.00,NULL,NULL,81,130
51540,SCLY,0.53,0.73,0.00,Enzyme,DTO_05007624,161,243
51548,SIRT6,0.50,0.85,0.04,"Epigenetic regulator",DTO_05007378,195,207
51561,IL23A,0.42,0.85,0.36,Signaling,DTO_05007599,427,834
51573,GDE1,0.48,0.81,0.00,NULL,NULL,228,279
51639,SF3B6,0.54,0.81,0.59,NULL,NULL,116,106
51738,GHRL,0.52,0.77,0.00,NULL,NULL,183,141
51741,WWOX,0.45,0.81,0.00,Enzyme,DTO_05007624,356,259
51750,RTEL1,0.46,0.81,0.00,Enzyme,DTO_05007624,321,292
51752,ERAP1,0.56,0.69,0.00,Enzyme,DTO_05007624,156,187
53335,BCL11A,0.54,0.77,0.97,"Transcription factor",DTO_05007542,154,138
53342,IL17D,0.46,0.81,0.20,NULL,NULL,259,255
53345,TM6SF2,0.64,0.46,0.00,NULL,NULL,51,110
54106,TLR9,0.41,0.89,0.00,NULL,NULL,457,681
54187,NANS,0.55,0.69,NULL,Enzyme,DTO_05007624,153,103
54209,TREM2,0.52,0.77,0.00,NULL,NULL,239,324
54210,TREM1,0.52,0.81,0.01,NULL,NULL,172,148
54332,GDAP1,0.61,0.54,0.00,NULL,NULL,96,100
54386,TERF2IP,0.55,0.73,0.00,NULL,NULL,126,111
54474,KRT20,0.39,0.85,0.00,NULL,NULL,559,1214
54509,RHOF,0.64,0.50,0.00,"Enzyme modulator",DTO_05007584,56,163
54535,CCHCR1,0.51,0.81,0.00,NULL,NULL,193,361
