diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,NofGenes,NofPmids
C0020575,Hypertropia,phenotype,C11;C10,"Disease or Syndrome",1,0
C0020578,Hyperventilation,phenotype,C23;C08,Finding,31,1
C0020580,Hypesthesia,phenotype,C23;C10,Finding,33,0
C0020581,Hyphema,phenotype,C23;C11,"Pathologic Function",2,0
C0020594,"Hypoactive Sexual Desire Disorder",disease,F03,"Mental or Behavioral Dysfunction",7,7
C0020595,Hypoaldosteronism,disease,C19,"Disease or Syndrome",18,33
C0020597,Hypobetalipoproteinemias,disease,C16;C18,"Disease or Syndrome",20,91
C0020598,Hypocalcemia,phenotype,C18,"Disease or Syndrome",94,217
C0020599,Hypocalciuria,phenotype,C18,"Disease or Syndrome",16,38
C0020604,Hypochondriasis,disease,F03,"Mental or Behavioral Dysfunction",3,2
C0020608,Hypodontia,disease,C16;C07,"Congenital Abnormality",218,152
C0020610,Hypogalactia,disease,C13;C17,"Disease or Syndrome",4,3
C0020615,Hypoglycemia,disease,C18,"Disease or Syndrome",420,651
C0020617,"Hypoglycemic coma",disease,C23;C18;C10;C19,"Disease or Syndrome",19,2
C0020619,Hypogonadism,disease,C19,"Disease or Syndrome",305,163
C0020620,Hypohidrosis,disease,C17,"Disease or Syndrome",69,11
C0020621,Hypokalemia,phenotype,C18,Finding,61,18
C0020623,Hypolipoproteinemias,phenotype,C16;C18,Finding,1,1
C0020624,Hypomenorrhea,phenotype,C23,"Disease or Syndrome",20,20
C0020625,Hyponatremia,phenotype,C18,"Disease or Syndrome",109,139
C0020626,Hypoparathyroidism,disease,C19,"Disease or Syndrome",92,181
C0020627,"Hypopharyngeal Neoplasms",group,C04;C07;C09,"Neoplastic Process",7,6
C0020630,Hypophosphatasia,disease,C16;C18,"Disease or Syndrome",27,135
C0020631,"Familial hypophosphatemia",disease,C16;C18;C13;C12,"Disease or Syndrome",3,3
C0020635,Hypopituitarism,disease,C10;C19,"Disease or Syndrome",69,144
C0020636,underdevelopment,disease,C16,"Congenital Abnormality",22,20
C0020639,Hypoproteinemia,disease,C15,"Disease or Syndrome",24,14
C0020640,"Inherited Factor II deficiency",disease,C16;C15,"Disease or Syndrome",2,29
C0020649,Hypotension,phenotype,C14,Finding,125,97
C0020651,"Hypotension, Orthostatic",phenotype,C10;C14,"Disease or Syndrome",82,38
C0020672,"Hypothermia, natural",phenotype,C23,Finding,52,13
C0020676,Hypothyroidism,disease,C19,"Disease or Syndrome",613,548
C0020678,Hypotrichosis,disease,C17,"Disease or Syndrome",69,63
C0020681,"Sleep-related respiratory failure",disease,C23;C08;C10;F03,"Disease or Syndrome",3,8
C0020683,"Hypovolemic Shock",phenotype,C23,"Pathologic Function",1,1
C0020701,Hysteria,phenotype,F03,"Mental or Behavioral Dysfunction",2,2
C0020725,"Type II Mucolipidosis",disease,C16;C18;C05;C10,"Disease or Syndrome",43,64
C0020732,"Iatrogenic Disease",group,C23,"Disease or Syndrome",2,3
C0020757,Ichthyoses,disease,C16;C17,"Disease or Syndrome",194,132
C0020758,"Congenital ichthyosis",disease,C16;C17,"Disease or Syndrome",80,171
C0020796,"Profound Mental Retardation",disease,C23;C10;F03;F01,"Mental or Behavioral Dysfunction",160,82
C0020800,"Idiopathic Hypercatabolic Hypoproteinemia",disease,C06,"Disease or Syndrome",1,0
C0020875,"Ileal Diseases",group,C06,"Disease or Syndrome",14,29
C0020877,Ileitis,disease,C06,"Disease or Syndrome",44,53
C0020903,Illusions,phenotype,C23;C10;F01,"Mental or Behavioral Dysfunction",6,6
C0020951,"Immune Complex Diseases",group,C20,"Disease or Syndrome",10,8
C0020981,"Angioimmunoblastic Lymphadenopathy",disease,C20;C15,"Neoplastic Process",109,121
C0021051,"Immunologic Deficiency Syndromes",group,C20,"Disease or Syndrome",973,1227
C0021053,"Immune System Diseases",group,C20,"Disease or Syndrome",451,444
C0021070,"Immunoproliferative Disorders",group,C20,"Neoplastic Process",1,1
C0021071,"Immunoproliferative Small Intestinal Disease",disease,C06;C04;C20;C15,"Neoplastic Process",8,5
C0021099,Impetigo,disease,C01;C17,"Disease or Syndrome",9,12
C0021100,"Bullous impetigo",disease,C01;C17,"Disease or Syndrome",5,4
C0021122,"Disruptive, Impulse Control, and Conduct Disorders",group,F03,"Mental or Behavioral Dysfunction",67,48
C0021124,"Impulse-Ridden Personality",disease,F03,"Mental or Behavioral Dysfunction",1,1
C0021125,"Impulsive Behavior",phenotype,F01,"Mental or Behavioral Dysfunction",276,338
C0021139,"Inadequate Personality",disease,F03,"Mental or Behavioral Dysfunction",1,1
C0021141,"Inappropriate ADH Syndrome",phenotype,C18;C10;C19,"Disease or Syndrome",14,23
C0021151,"Incipient Schizophrenia",disease,F03,"Mental or Behavioral Dysfunction",6,1
C0021167,Incontinence,disease,C10,"Disease or Syndrome",70,55
C0021171,"Bloch Sulzberger syndrome",disease,C16;C17,"Disease or Syndrome",41,103
C0021177,"Increased Libido",phenotype,NULL,"Sign or Symptom",1,1
C0021192,"Indeterminate leprosy",disease,C01;C17,"Disease or Syndrome",3,2
C0021290,"Neonatal disorder",group,C16,"Disease or Syndrome",15,17
C0021295,"Infant, Premature, Diseases",group,C16,"Disease or Syndrome",1,1
C0021296,"Infant, Small for Gestational Age",phenotype,NULL,"Disease or Syndrome",4,3
C0021308,Infarction,phenotype,C23,"Pathologic Function",15,15
C0021313,"Infection of kidney",group,C13;C01;C12,"Disease or Syndrome",8,7
C0021342,"Infectious enteritis",disease,C06,"Disease or Syndrome",5,3
C0021345,"Infectious Mononucleosis",disease,C01;C20;C15,"Disease or Syndrome",58,66
C0021355,"Infective otitis externa",disease,C23;C01;C17;C09,"Disease or Syndrome",1,1
C0021359,Infertility,phenotype,C13;C12,"Pathologic Function",130,24
C0021361,"Female infertility",phenotype,C13,"Pathologic Function",37,19
C0021364,"Male infertility",phenotype,C12,"Disease or Syndrome",516,726
C0021367,"Mammary Ductal Carcinoma",disease,C04;C17,"Neoplastic Process",16,16
C0021368,Inflammation,phenotype,C23,"Pathologic Function",467,687
C0021390,"Inflammatory Bowel Diseases",group,C06,"Disease or Syndrome",1577,3289
C0021400,Influenza,disease,C01;C08,"Disease or Syndrome",858,1131
C0021432,"Infratentorial Neoplasms",group,C04;C10,"Neoplastic Process",11,12
C0021479,"INJECTED EYE",phenotype,C23;C11,"Sign or Symptom",6,3
C0021603,"Sleep Initiation and Maintenance Disorders",disease,C10;F03,"Disease or Syndrome",15,5
C0021655,"Insulin Resistance",phenotype,C18,"Pathologic Function",162,148
C0021670,insulinoma,disease,C06;C04;C19,"Neoplastic Process",258,314
C0021704,Intelligence,phenotype,F01,"Mental Process",645,15
C0021712,"Myoclonus, Intention",phenotype,C23;C10,"Sign or Symptom",1,1
C0021775,"Intermittent Claudication",phenotype,C23;C14,"Disease or Syndrome",60,39
C0021776,"Intermittent Explosive Disorder",disease,F03,"Mental or Behavioral Dysfunction",4,5
C0021818,"Intervertebral Disk Displacement",disease,C23;C05,"Disease or Syndrome",35,22
C0021828,"Intestinal Atresia",disease,C16;C06,"Disease or Syndrome",20,9
C0021831,"Intestinal Diseases",group,C06,"Disease or Syndrome",209,213
C0021832,"Intestinal Diseases, Parasitic",group,C06;C01,"Disease or Syndrome",19,11
C0021833,"Intestinal Fistula",phenotype,C23;C06,"Anatomical Abnormality",2,1
C0021841,"Intestinal Neoplasms",group,C06;C04,"Neoplastic Process",182,184
C0021843,"Intestinal Obstruction",disease,C06,"Disease or Syndrome",87,27
C0021845,"Intestinal Perforation",disease,C06,"Disease or Syndrome",16,12
C0021846,"Intestinal Polyps",phenotype,C23,"Anatomical Abnormality",48,51
C0021847,"Intestinal Pseudo-Obstruction",disease,C06,"Disease or Syndrome",32,19
C0021888,"Physiologic Intraocular Pressure",phenotype,NULL,"Organ or Tissue Function",3,2
C0021933,Intussusception,disease,C06,"Disease or Syndrome",24,14
C0022073,Iridocyclitis,disease,C11,"Disease or Syndrome",16,5
C0022078,"Iris Diseases",group,C11,"Disease or Syndrome",2,1
C0022079,"Iris Neoplasms",group,C04;C11,"Neoplastic Process",2,1
C0022081,Iritis,disease,C11,"Disease or Syndrome",4,2
C0022104,"Irritable Bowel Syndrome",disease,C06,"Disease or Syndrome",429,503
C0022107,"Irritable Mood",phenotype,F01,Finding,142,6
C0022116,Ischemia,phenotype,C23,"Pathologic Function",103,97
C0022118,"Transient ischemia",disease,C23,"Disease or Syndrome",25,17
C0022134,"Islet Cell Adenoma",disease,C06;C04;C19,"Neoplastic Process",2,2
C0022283,"Incontinentia Pigmenti Achromians",disease,C23;C17,"Congenital Abnormality",67,40
C0022333,"Jacksonian Seizure",disease,C23;C10,"Disease or Syndrome",102,129
C0022336,"Creutzfeldt-Jakob disease",disease,C01;C10;F03,"Disease or Syndrome",137,442
C0022340,"Late-Infantile Neuronal Ceroid Lipfuscinosis",disease,C16;C18;C10,"Disease or Syndrome",19,131
C0022346,Icterus,phenotype,C23,"Sign or Symptom",241,117
C0022350,"Jaundice, Chronic Idiopathic",disease,C16;C18,"Disease or Syndrome",13,41
C0022353,"Neonatal Jaundice",phenotype,C23;C16,"Disease or Syndrome",33,41
C0022354,"Jaundice, Obstructive",disease,C23,"Disease or Syndrome",66,43
C0022360,"Jaw Abnormalities",group,C16;C05;C07,"Congenital Abnormality",9,8
C0022361,"Jaw Cysts",disease,C04;C05;C07,"Acquired Abnormality",3,2
C0022387,"Jervell-Lange Nielsen Syndrome",disease,C16;C14,"Disease or Syndrome",11,89
C0022408,Arthropathy,group,C05,"Disease or Syndrome",187,190
C0022410,"Joint Instability",phenotype,C05,Finding,3,3
C0022415,"Joint Tuberculosis",disease,C01;C05,"Disease or Syndrome",6,2
C0022492,"Kandinsky Syndrome",disease,F03,"Mental or Behavioral Dysfunction",1,1
C0022504,"Kaposi Varicelliform Eruption",disease,C01;C17,"Disease or Syndrome",1,1
C0022521,"Kartagener Syndrome",disease,C16;C08;C09;C14,"Disease or Syndrome",67,112
C0022541,"Kearns-Sayre syndrome",disease,C23;C18;C11;C05;C10;C14,"Disease or Syndrome",29,18
C0022548,Keloid,disease,C23;C17,"Acquired Abnormality",165,138
C0022568,Keratitis,disease,C11,"Disease or Syndrome",156,132
C0022572,keratoacanthoma,disease,C17,"Neoplastic Process",74,61
C0022573,Keratoconjunctivitis,disease,C11,"Disease or Syndrome",16,7
C0022575,"Keratoconjunctivitis Sicca",disease,C11,"Disease or Syndrome",90,37
C0022577,"Keratoconjunctivitis, Vernal",disease,C11;C20,"Disease or Syndrome",40,20
C0022578,Keratoconus,disease,C11,"Disease or Syndrome",269,183
C0022579,Keratoderma,disease,C17,"Congenital Abnormality",24,30
C0022580,"Punctate keratosis",disease,C16;C17,"Congenital Abnormality",1,2
C0022584,"Keratoderma, Palmoplantar, Diffuse",disease,C16;C17,"Disease or Syndrome",13,30
C0022593,Keratosis,disease,C17,"Disease or Syndrome",43,36
C0022594,"Keratosis Blennorrhagica",disease,C17,"Disease or Syndrome",5,4
C0022595,"Keratosis Follicularis",disease,C16;C17,"Disease or Syndrome",57,111
C0022596,"Palmoplantar Keratosis",disease,C17;C05,"Disease or Syndrome",39,31
C0022602,"Actinic keratosis",disease,C04;C17,"Neoplastic Process",136,130
C0022603,"Seborrheic keratosis",disease,C17,"Neoplastic Process",44,48
C0022610,Kernicterus,disease,C23;C16;C18;C20;C10;C15,"Disease or Syndrome",17,20
C0022638,Ketosis,disease,C18,"Disease or Syndrome",119,70
C0022650,"Kidney Calculi",disease,C23;C13;C12,"Disease or Syndrome",190,287
C0022656,"Kidney Cortex Necrosis",disease,C13;C12,"Disease or Syndrome",3,2
C0022658,"Kidney Diseases",group,C13;C12,"Disease or Syndrome",1180,2558
C0022660,"Kidney Failure, Acute",disease,C13;C12,"Disease or Syndrome",826,1550
C0022661,"Kidney Failure, Chronic",disease,C13;C12,"Disease or Syndrome",827,1331
C0022665,"Kidney Neoplasm",disease,C04;C13;C12,"Neoplastic Process",295,355
C0022672,"Acute Kidney Tubular Necrosis",disease,C13;C12,"Disease or Syndrome",53,39
C0022679,"Cystic kidney",disease,C13;C12,"Disease or Syndrome",89,101
C0022680,"Polycystic Kidney Diseases",group,C16;C13;C12,"Disease or Syndrome",276,333
C0022681,"Medullary sponge kidney",disease,C13;C12,"Disease or Syndrome; Congenital Abnormality",9,10
C0022682,"Kienbock Disease",disease,C23;C05,"Disease or Syndrome",2,2
C0022716,"Menkes Kinky Hair Syndrome",disease,C16;C18;C17;C10,"Disease or Syndrome",20,156
C0022729,"Klebsiella Infections",group,C01,"Disease or Syndrome",9,7
C0022735,"Klinefelter Syndrome",disease,C16;C13;C12;C19,"Disease or Syndrome",150,290
C0022738,"Klippel-Feil Syndrome",disease,C16;C05,"Disease or Syndrome",12,12
C0022739,"Klippel-Trenaunay-Weber Syndrome",disease,C14,"Disease or Syndrome",14,25
C0022783,"Vulvar Lichen Sclerosus",disease,C13,"Disease or Syndrome",25,12
C0022790,"Krukenberg Tumor",disease,C04,"Neoplastic Process",15,11
C0022797,"Adult Neuronal Ceroid Lipofuscinosis",disease,C16;C18;C10,"Disease or Syndrome",16,47
C0022802,Kuru,disease,C01;C10,"Disease or Syndrome",1,1
C0022806,Kwashiorkor,disease,C18,"Disease or Syndrome",19,16
C0022810,"Kyasanur Forest Disease",disease,C01,"Disease or Syndrome",6,2
C0022821,"Kyphosis deformity of spine",phenotype,C05,"Anatomical Abnormality",305,57
C0022876,"Premature Obstetric Labor",phenotype,C13,"Pathologic Function",18,16
C0022890,"Labyrinthine disorder",group,C09,"Disease or Syndrome",2,2
C0022893,Labyrinthitis,disease,C09,"Disease or Syndrome",3,3
C0022904,"Lacrimal Apparatus Diseases",group,C11,"Disease or Syndrome",1,1
C0022906,"Lacrimal Duct Obstruction",disease,C11,"Anatomical Abnormality",2,1
C0022951,"Lactose Intolerance",disease,C16;C06;C18,"Disease or Syndrome",11,40
C0022972,"Lambert-Eaton Myasthenic Syndrome",disease,C04;C20;C10,"Disease or Syndrome",37,35
C0023003,"Langer-Giedion Syndrome",disease,C05,"Disease or Syndrome",16,24
C0023009,"Speech and language disorder",group,C23;C10;F03,"Disease or Syndrome",11,42
C0023012,"Language Delay",phenotype,C23;C10,Finding,11,12
C0023014,"Language Development Disorders",group,C23;C10,"Mental or Behavioral Dysfunction",18,19
C0023015,"Language Disorders",group,C23;C10,"Mental or Behavioral Dysfunction",94,86
C0023051,"Laryngeal Diseases",group,C08;C09,"Disease or Syndrome",159,150
C0023052,"Laryngeal Edema",phenotype,C08;C09,"Pathologic Function",1,0
C0023055,"Laryngeal neoplasm",disease,C04;C08;C09,"Neoplastic Process",49,42
C0023066,Laryngospasm,disease,C08;C09,"Disease or Syndrome",48,3
C0023067,Laryngitis,disease,C01;C08;C09,"Disease or Syndrome",17,1
C0023070,Pharyngolaryngitis,disease,C08,"Disease or Syndrome",1,1
C0023075,Laryngostenosis,disease,C16;C08;C09,"Disease or Syndrome",11,0
C0023076,Laryngotracheitis,disease,C01;C08;C09,"Disease or Syndrome",6,3
C0023092,"Lassa Fever",disease,C01,"Disease or Syndrome",22,9
C0023114,Handedness,phenotype,NULL,"Organism Attribute",9,5
C0023119,Lathyrism,disease,C25,"Injury or Poisoning",1,1
C0023138,"Laurence-Moon Syndrome",disease,C16;C10,"Disease or Syndrome",1,1
C0023176,"Lead Poisoning",disease,C25,"Injury or Poisoning",9,15
C0023186,"Learning Disorders",group,C23;C10;F03,"Mental or Behavioral Dysfunction",46,49
C0023195,"Lecithin Acyltransferase Deficiency",disease,C16;C18,"Disease or Syndrome",9,47
C0023211,"Left Bundle-Branch Block",disease,C23;C14,"Disease or Syndrome",25,23
C0023212,"Left-Sided Heart Failure",disease,C14,"Disease or Syndrome",123,105
C0023213,"Ventricular Outflow Obstruction, Left",disease,C14,"Disease or Syndrome",1,1
C0023218,"Cramps of lower extremities",phenotype,C23;C05;C10;C14,"Sign or Symptom",2,2
C0023221,"Leg Length Inequality",phenotype,C23;C05,Finding,27,1
C0023222,"Pain in lower limb",phenotype,NULL,"Sign or Symptom",31,30
C0023223,"Leg Ulcer",disease,C17,"Disease or Syndrome",40,26
C0023234,"Legg-Calve-Perthes Disease",disease,C05,"Disease or Syndrome",36,21
C0023240,Legionellosis,disease,C01;C08,"Disease or Syndrome",7,8
C0023241,"Legionnaires' Disease",disease,C01;C08,"Disease or Syndrome",21,20
C0023264,"Leigh Disease",disease,C16;C18;C10,"Disease or Syndrome",144,547
C0023267,"Fibroid Tumor",disease,C04,"Neoplastic Process",413,480
C0023269,leiomyosarcoma,disease,C04,"Neoplastic Process",213,231
C0023281,Leishmaniasis,disease,C01;C17,"Disease or Syndrome",198,184
C0023283,"Leishmaniasis, Cutaneous",disease,C01;C17,"Disease or Syndrome",102,130
C0023288,"Infection by Leishmania braziliensis",disease,C01;C17,"Disease or Syndrome",22,18
C0023290,"Leishmaniasis, Visceral",disease,C01,"Disease or Syndrome",197,202
C0023308,"Lens Diseases",group,C11,"Disease or Syndrome",4,3
C0023316,"Lens Subluxation",disease,C11,"Disease or Syndrome",9,6
C0023321,Lentigo,disease,C17,"Disease or Syndrome",19,23
C0023343,Leprosy,disease,C01,"Disease or Syndrome",190,210
C0023346,"Borderline leprosy",disease,C01,"Disease or Syndrome",5,3
C0023348,"Leprosy, Lepromatous",disease,C01,"Disease or Syndrome",94,50
C0023351,"Tuberculoid leprosy",disease,C01,"Disease or Syndrome",35,20
C0023355,Leptomeningitis,disease,C23;C01;C10,"Disease or Syndrome",2,1
C0023364,Leptospirosis,disease,C01,"Disease or Syndrome",70,57
C0023374,"Lesch-Nyhan Syndrome",disease,C16;C18;C10,"Disease or Syndrome",28,144
C0023380,Lethargy,phenotype,C23;C10;F01,"Sign or Symptom",160,19
C0023381,"Letterer-Siwe Disease",disease,C08;C15,"Disease or Syndrome",3,2
C0023418,leukemia,disease,C04,"Neoplastic Process",2111,5542
C0023434,"Chronic Lymphocytic Leukemia",disease,C04;C20;C15,"Neoplastic Process",1447,3116
C0023437,"Acute Basophilic Leukemia",disease,C04,"Neoplastic Process",5,4
C0023439,"Leukemia, Eosinophilic, Acute",disease,C04,"Neoplastic Process",4,2
C0023440,"Acute Erythroblastic Leukemia",disease,C04;C15,"Neoplastic Process",302,372
C0023441,"Leukemia, Experimental",disease,C04,"Experimental Model of Disease",1,1
C0023443,"Hairy Cell Leukemia",disease,C04;C20;C15,"Neoplastic Process",143,191
C0023448,"Lymphoid leukemia",disease,C04;C20;C15,"Neoplastic Process",288,312
C0023449,"Acute lymphocytic leukemia",disease,C04;C20;C15,"Neoplastic Process",1293,3141
C0023452,"Childhood Acute Lymphoblastic Leukemia",disease,C04;C20;C15,"Neoplastic Process",1096,2113
C0023453,"L2 Acute Lymphoblastic Leukemia",disease,C04;C20;C15,"Neoplastic Process",53,29
C0023461,"Leukemia, Mast-Cell",disease,C04,"Neoplastic Process",75,83
C0023462,"Acute Megakaryocytic Leukemias",disease,C04,"Neoplastic Process",159,228
C0023464,"Acute biphenotypic leukemia",disease,C04;C20;C15,"Neoplastic Process",45,31
C0023465,"Acute monocytic leukemia",disease,C04,"Neoplastic Process",633,1016
C0023466,"Leukemia, Monocytic, Chronic",disease,C04,"Neoplastic Process",18,12
C0023467,"Leukemia, Myelocytic, Acute",disease,C04,"Neoplastic Process",3111,7888
C0023470,"Myeloid Leukemia",disease,C04,"Neoplastic Process",385,419
C0023472,"Leukemia, Myeloid, Accelerated Phase",disease,C04;C15,"Neoplastic Process",12,9
C0023473,"Myeloid Leukemia, Chronic",disease,C04;C15,"Neoplastic Process",1172,3461
C0023474,"Leukemia, Myeloid, Chronic-Phase",disease,C04;C15,"Neoplastic Process",72,122
C0023479,"Acute myelomonocytic leukemia",disease,C04,"Neoplastic Process",105,133
C0023480,"Leukemia, Myelomonocytic, Chronic",disease,C04;C15,"Neoplastic Process",158,211
C0023481,"Chronic Neutrophilic Leukemia",disease,C15,"Neoplastic Process",16,43
C0023484,"Leukemia, Plasma Cell",disease,C04;C20,"Neoplastic Process",47,51
C0023485,"Precursor B-Cell Lymphoblastic Leukemia-Lymphoma",disease,C04;C20;C15,"Neoplastic Process",145,155
C0023486,"Prolymphocytic Leukemia",disease,C04;C20;C15,"Neoplastic Process",37,31
C0023487,"Acute Promyelocytic Leukemia",disease,C04,"Neoplastic Process",651,1356
C0023488,"Leukemia, Radiation-Induced",disease,C04;C26,"Neoplastic Process",6,4
C0023492,"Leukemia, T-Cell",disease,C04;C20;C15,"Neoplastic Process",457,551
C0023493,"Adult T-Cell Lymphoma/Leukemia",disease,C04;C20;C15,"Neoplastic Process",540,725
C0023494,"Leukemia, T-Cell, Chronic",disease,C04;C20;C15,"Neoplastic Process",4,3
C0023501,"Leukemoid Reaction",disease,C15,"Disease or Syndrome",3,3
C0023508,"White Blood Cell Count procedure",phenotype,NULL,"Laboratory Procedure",681,17
C0023510,"Leukocyte Disorders",group,C15,"Disease or Syndrome",2,3
C0023518,Leukocytosis,phenotype,C23;C15,"Disease or Syndrome",168,174
C0023520,Leukodystrophy,disease,C16;C18;C10,"Disease or Syndrome",190,212
